0	110	0.030235245
0	48	0.049202482
0	282	0.031952199
0	176	0.097689788
0	71	0.073181715
0	55	0.010071021
0	47	0.14456085
0	136	0.076212782
0	151	0.015261811
0	50	0.19569679
0	67	0.210487881
0	155	0.051064068
0	40	0.228237722
0	19	0.405104366
0	302	0.02462298
0	122	0.084376963
0	61	0.165173612
0	21	0.393093676
0	100	0.123926793
0	118	0.109833575
0	138	0.077828581
0	157	0.01919572
0	89	0.162872362
0	37	0.149410025
0	11	0.292739282
0	46	0.158856819
0	81	0.057281037
0	120	0.016138034
0	128	0.036861267
0	206	0.061900841
0	17	0.223223951
0	172	0.116501744
0	45	0.023913128
0	78	0.189363582
0	25	0.320880465
0	5	0.359173413
0	2	0.670280995
0	235	0.05217676
0	85	0.024134957
0	7	0.325134694
0	181	0.008624698
0	63	0.045215777
0	149	0.032175358
0	16	0.491223128
0	143	0.00568325
0	183	0.049719786
0	30	0.53021528
0	225	0.023118982
0	126	0.072493159
0	127	0.026495214
0	202	0.063989136
0	133	0.099391213
0	84	0.02989141
0	76	0.242750196
0	87	0.14270725
0	223	0.031746785
0	38	0.223073551
0	95	0.024134957
0	106	0.133211653
0	239	0.021517379
0	27	0.458384502
0	10	0.28943581
0	91	0.061259756
0	154	0.042908316
0	44	0.157803577
0	83	0.027670906
0	174	0.00047915
0	92	0.126416598
0	54	0.381808365
0	28	0.088715488
0	8	0.218420917
0	3	0.301517929
0	102	0.095759435
0	15	0.539674054
0	77	0.109467558
0	398	0.004148196
0	228	0.014374496
0	32	0.256127795
0	260	0.037556921
0	18	0.67454321
0	93	0.030745451
0	23	0.246586501
0	275	0.019299092
0	36	0.307655484
0	161	0.083742977
0	70	0.058967379
0	29	0.461007847
0	51	0.159854161
0	173	0.115927652
0	115	0.051495303
0	189	0.031487246
0	130	0.145657571
0	6	0.341791364
0	39	0.379993363
0	103	0.089812209
0	34	0.048722888
0	68	0.069913735
0	65	0.05513063
0	52	0.045758814
0	1	0.547610639
0	64	0.215705291
0	230	0.006732499
0	56	0.247999993
0	33	0.087544676
0	179	0.085187081
0	139	0.096038052
0	14	0.474576219
0	4	0.273786686
0	152	0.024068408
0	20	0.297429183
0	96	0.208554423
0	109	0.002049697
0	53	0.121972926
0	94	0.045832017
0	41	0.34685793
0	73	0.167761465
0	131	0.036832429
0	75	0.078417315
0	60	0.301811187
0	26	0.168642125
0	49	0.1549096
0	86	0.287139883
0	117	0.024223688
0	62	0.153921576
0	13	0.149383849
0	12	0.18605035
0	129	0.06061734
0	35	0.056938978
0	22	0.25531324
0	43	0.069149314
0	42	0.084809529
0	111	0.160408289
0	9	0.248832294
0	177	0.016193491
0	80	0.048299639
0	98	0.159691339
0	132	0.046357751
0	24	0.547586238
0	146	0.070589425
0	66	0.089829955
0	69	0.051062737
0	90	0.136445471
0	298	0.025707722
0	135	0.135396665
0	116	0.040040071
1	110	0.02415714
1	48	0.037384782
1	71	0.098775861
1	263	0.011468097
1	55	0.041634575
1	142	0.074914197
1	47	0.163628797
1	151	0.024134957
1	141	0.062234471
1	50	0.266884709
1	67	0.00511315
1	155	0.037837313
1	40	0.10108421
1	72	0.024130964
1	19	0.515551963
1	122	0.004694782
1	99	0.052690072
1	61	0.155229034
1	21	0.305001083
1	100	0.023957494
1	118	0.023802214
1	138	0.017126059
1	89	0.025144277
1	105	0.126921036
1	37	0.254765767
1	11	0.265155333
1	46	0.248835843
1	199	0.037307142
1	81	0.04337593
1	128	0.024134957
1	17	0.302691846
1	182	0.02904225
1	78	0.101248363
